"","col_no","trt","time_point","date","days","q_status","q_event","pattern","notes","est_bee_num_by_wt","est_bee_num_by_wt_floor","mites_recov_3_washes","bees_without_mites","phor2","infest_200","dwv_num_sides_obs","dwv_tf","cdb_num_sides_obs","bees","wk_cells","dr_capbrd_cells_num","phoretic_mites_num_estimate","wk_cells_infested_estimate","dr_cells_infested_estimate","mites_total_estimate","cap_brd_indiv","indiv_total","indiv_adult_pct","indiv_capbrd_pct","bees_frames","wk_frames","honey_frames","pollen_frames","fob_at_all","fob_top_bip","pre_pattern","pre_phor2","pre_infest_200","pre_mites_tot","pre_bees","pre_bees_frames","pre_wk_cells","pre_wk_frames","pre_honey_frames","pre_pollen_frames"
"153","D25","Apivar",22,"4-Nov","42","QS-B","",2.5,"",318.4,318,13,305,4.08291457286432,15,NA,NA,NA,6804,5517.6,0,277,413,NA,691,5517.6,12321.6,55.2201012855473,44.7798987144527,2.8,0.825,4.44,0.475,NA,NA,2,8.10961968680089,16,2084,7563.38,3.1125,18392,2.75,4.65,0.075
"154","N5","AEC",22,"4-Nov","42","QS-P","",3,"Small queen, no eggs seen",325.1,325,29,296,8.92033220547524,8,NA,NA,NA,7016.63,3678.4,0,625,147,NA,773,3678.4,10695.03,65.6064545868501,34.3935454131498,2.8875,0.55,4.625,0.25,NA,NA,2.5,4.92264416315049,7,787,5771.25,2.375,14379.2,2.15,3.625,0.075
"155","N68","AEC",22,"4-Nov","42","QR","",3.5,"",305.5,305,12,293,3.92798690671031,9,NA,NA,NA,10935,7022.4,0,429,316,NA,745,7022.4,17957.4,60.8941160747101,39.1058839252899,4.5,1.05,6.315,0.575,NA,NA,2,11.0941086457536,25,2734,10995.75,4.525,12122,1.8125,3.75,0.215
"156","D3","Apiguard_Api",22,"4-Nov","42","QR","",3,"",356.7,356,10,346,2.80347631062518,12,NA,NA,NA,4617,4263.6,0,129,255,NA,385,4263.6,8880.6,51.98973042362,48.01026957638,1.9,0.6375,4.275,0.025,NA,NA,2,12.388162422574,70,3649,6773.63,2.7875,7189.6,1.075,3.49,0.59
"157","2","Apiguard_Api",22,"4-Nov","42","QR","",3,"",298.4,298,0,298,0,4,NA,NA,NA,9811.13,7106,0,0,142,NA,142,7106,16917.13,57.9952391451742,42.0047608548259,4.0375,1.0625,7.75,0.44,NA,NA,4,2.27100681302044,2,410,11329.88,4.6625,15298.8,2.2875,5.875,1.175
"158","D17","Apiguard_Api",22,"4-Nov","42","QR","",3,"",275.5,275,1,274,0.362976406533575,3,NA,NA,NA,10692,5099.6,0,38,76,NA,115,5099.6,15791.6,67.7068821398718,32.2931178601282,4.4,0.7625,6.625,0.14,NA,NA,2,3.13390313390313,10,1912,16463.25,6.775,27922.4,4.175,4.05,0.525
"159","D19","Apiguard_Api",22,"4-Nov","42","QS-B","",2.75,"",316.3,316,5,311,1.58077774264938,18,NA,NA,NA,6652.13,4765.2,0,105,428,NA,534,4765.2,11417.33,58.2634468829402,41.7365531170598,2.7375,0.7125,5.325,0.025,NA,NA,2,10.3932584269663,30,4269,11876.63,4.8875,20231.2,3.025,4.515,0.125
"160","8","Apiguard_Api",22,"4-Nov","42","QS-B","",3,"",347.4,347,24,323,6.90846286701209,20,NA,NA,NA,9932.63,4180,0,686,418,NA,1104,4180,14112.63,70.3811408646014,29.6188591353986,4.0875,0.625,4.4,0.025,NA,NA,3,8.78048780487805,8,2008,11937.38,4.9125,23993.2,3.5875,5.05,NA
"161","L75","Apiguard_Api",22,"4-Nov","42","QS-B","",2.5,"",331.8,331,4,327,1.20554550934298,32,NA,NA,NA,5346,2006.4,0,64,321,NA,385,2006.4,7352.4,72.7109515260323,27.2890484739677,2.2,0.3,6.09,0.09,NA,NA,3,7.51515151515152,18,2276,11664,4.8,15549.6,2.325,6.4,0.9
"162","D21","Apivar",22,"4-Nov","42","QS-B","",2.5,"Mite on bee",307.7,307,15,292,4.8748781280468,20,NA,NA,NA,10145.25,9697.6,0,494,969,NA,1464,9697.6,19842.85,51.1279881670224,48.8720118329776,4.175,1.45,6.225,0.815,NA,NA,3.5,2.61932479627474,11,1605,13365,5.5,22822.8,3.4125,3.675,0.215
"163","D22","AEC",22,"4-Nov","42","QS-P","",2.5,"Chilled brood in bottom box",299.7,299,5,294,1.66833500166834,10,NA,NA,NA,4586.63,4765.2,0,76,238,NA,314,4765.2,9351.83,49.0452670760696,50.9547329239304,1.8875,0.7125,2.89,0.24,NA,NA,2,22.6330889384763,46,5241,5971.73,2.4575,16218.4,2.425,4.7,0.425
"164","D23","AEC",22,"4-Nov","42","QS-B","",3,"3/4 gallon still in feeder",344.8,344,11,333,3.19025522041763,15,NA,NA,NA,3614.63,2926,0,115,219,NA,334,2926,6540.63,55.2642482451996,44.7357517548004,1.4875,0.4375,3.85,0.575,NA,NA,2,23.8473767885533,36,3955,5163.75,2.125,15131.6,2.2625,4.625,0.415
"165","C12","Apiguard_Api",22,"4-Nov","42","QR","",2.5,"",332.2,332,4,328,1.20409391932571,12,NA,NA,NA,4890.38,5016,0,58,300,NA,359,5016,9906.38,49.3659641564325,50.6340358435675,2.0125,0.75,2.2,0.09,NA,NA,2,9.07504363001745,44,5342,10023.75,4.125,20147.6,3.0125,2.79,0.54
"166","D24","Apiguard_Api",22,"4-Nov","42","QR","",2.5,"",317.6,317,2,315,0.629722921914358,8,NA,NA,NA,5224.5,3260.4,0,32,130,NA,163,3260.4,8484.9,61.5740904430223,38.4259095569777,2.15,0.4875,4.675,0.075,NA,NA,2.5,17.2786177105832,34,4532,8383.5,3.45,18141.2,2.7125,3.15,0.3
"167","D12","AEC",22,"4-Nov","42","QNS","",3,"Larvae but no eggs seen",347.9,347,10,337,2.87438919229664,7,NA,NA,NA,6804,5852,0,195,204,NA,400,5852,12656,53.7610619469027,46.2389380530973,2.8,0.875,5.265,0.54,NA,NA,2.75,20.0228832951945,43,5269,6226.88,2.5625,18392,2.75,5.925,1.2
"168","D33","AEC",22,"4-Nov","42","QS-B","",2.5,"",342.3,342,8,334,2.337131171487,15,NA,NA,NA,4434.75,4598,0,103,344,NA,448,4598,9032.75,49.0963438598434,50.9036561401566,1.825,0.6875,1.665,0.2,NA,NA,1.5,20.2124015073655,71,5740,5346,2.2,13125.2,1.9625,5.425,0.475
"169","D27","Apiguard_Api",22,"4-Nov","42","QS-B","",2.5,"",296.1,296,9,287,3.03951367781155,5,NA,NA,NA,7107.75,3344,0,216,83,NA,299,3344,10451.75,68.0053579544095,31.9946420455905,2.925,0.5,3.815,0.05,NA,NA,3.5,20.1291302696544,59,8812,14640.75,6.025,18392,2.75,2.465,0.275
"170","D28","Apiguard_Api",22,"4-Nov","42","QNS","",2.5,"Larvae but no eggs seen",313.2,313,12,301,3.83141762452107,31,NA,NA,NA,8322.75,6520.8,0,318,1010,NA,1329,6520.8,14843.55,56.069808098467,43.930191901533,3.425,0.975,3.475,0.69,NA,NA,3.5,15.5015197568389,39,6032,13425.75,5.525,17388.8,2.6,3.725,0.45
"171","D30","AEC",22,"4-Nov","42","QS-B","",3,"",355.9,355,17,338,4.7766226468109,19,NA,NA,NA,14853.38,6938.8,0,709,659,NA,1368,6938.8,21792.18,68.1592204175993,31.8407795824007,6.1125,1.0375,8.2,0.35,NA,NA,2.5,4.85594043379735,16,2562,16694.1,6.87,20147.6,3.0125,2.815,0.125
"172","C33","Apivar",22,"4-Nov","42","QS-P","",3,"3/4 gallon still in feeder",381.8,381,0,381,0,10,NA,NA,NA,3462.75,6353.6,0,0,317,NA,317,6353.6,9816.35,35.2753314623052,64.7246685376948,1.425,0.95,4.05,0.765,NA,NA,2.5,19.5078031212485,85,6320,12818.25,5.275,8778,1.3125,5.25,0.95
"173","BC15","Apivar",22,"4-Nov","42","QS-B","",3.5,"",317.7,317,3,314,0.944287063267233,9,NA,NA,NA,9507.38,8694.4,0,89,391,NA,481,8694.4,18201.78,52.2332431223759,47.7667568776241,3.9125,1.3,5.925,0.3,NA,NA,3,16.4527805199079,68,8448,13000.5,5.35,18559.2,2.775,5.775,1.325
"174","N42","AEC",22,"4-Nov","42","QS-P","",2.5,"",362.3,362,6,356,1.65608611647806,6,NA,NA,NA,11208.38,4848.8,0,185,145,NA,331,4848.8,16057.18,69.8029168259931,30.1970831740069,4.6125,0.725,5.175,0.125,NA,NA,2.5,13.6785539814362,57,6114,13699.13,5.6375,14880.8,2.225,5.29,0.215
"175","D26","AEC",22,"4-Nov","42","QS-B","",3.5,"",324.9,324,62,262,19.0827947060634,32,NA,NA,NA,11026.13,7942,0,2104,1270,NA,3374,7942,18968.13,58.1297681953888,41.8702318046112,4.5375,1.1875,5.425,0.44,NA,NA,2.5,12.2699386503067,20,3500,10388.25,4.275,22070.4,3.3,2.65,0.125
"176","L76","Apivar",22,"4-Nov","42","QS-P","",3.5,"",283.9,283,4,279,1.40894681225784,8,NA,NA,NA,19318.5,4347.2,0,272,173,NA,446,4347.2,23665.7,81.6307990044664,18.3692009955336,7.95,0.65,9.2,0.6,NA,NA,3,5.85885486018642,3,1292,14276.25,5.875,23073.6,3.45,3.025,0.925
"177","62","Apivar",22,"4-Nov","42","QS-B","",3,"",376.8,376,1,375,0.265392781316348,7,NA,NA,NA,15157.13,4514.4,0,40,158,NA,198,4514.4,19671.53,77.051098719825,22.948901280175,6.2375,0.675,5.7,0.175,NA,NA,2,1.8201674554059,27,1544,10449,4.3,10032,1.5,4.025,0.25
"178","L79","AEC",22,"4-Nov","42","QR","",2.5,"",381.2,381,8,373,2.09863588667366,6,NA,NA,NA,10357.88,5517.6,0,217,165,NA,382,5517.6,15875.48,65.2445154414229,34.7554845585771,4.2625,0.825,4.775,0.365,NA,NA,3,6.56598818122127,15,2445,10023.75,4.125,23826,3.5625,2.65,0.465
"179","4","AEC",22,"4-Nov","42","QS-P","",3,"",353.1,353,4,349,1.1328235627301,9,NA,NA,NA,10388.25,3929.2,53.9,117,176,NA,294,3983.1,14371.35,72.2844409189116,27.7155590810884,4.275,0.5875,5.825,0.115,NA,NA,2.5,5.93647966755714,29,3102,9112.5,3.75,16552.8,2.475,4.715,0.35
"180","S1","Apiguard_Api",22,"4-Nov","42","QS-B","",3,"",313.6,313,3,310,0.956632653061224,12,NA,NA,NA,11117.25,5183.2,0,106,310,NA,417,5183.2,16300.45,68.2021048498661,31.7978951501339,4.575,0.775,5.4,0.55,NA,NA,3.5,7.09219858156028,17,1973,8383.5,3.45,16218.4,2.425,4.1,NA
"181","17","Apivar",22,"4-Nov","42","QS-B","",2.5,"Chilled brood",352,352,17,335,4.82954545454545,6,NA,NA,NA,9477,7106,0,457,213,NA,670,7106,16583,57.1488874148224,42.8511125851776,3.9,1.0625,5.875,0.05,NA,NA,2,6.7543547813722,20,1946,7654.5,3.15,14295.6,2.1375,3.225,NA
"182","C2","AEC",22,"4-Nov","42","QNS","",3.5,"Eggs or queen not seen. Young worker larvae seen but also 2 open q cells that look like supersedure cells",289.2,289,5,284,1.72890733056708,15,NA,NA,NA,9750.38,5852,0,168,438,NA,607,5852,15602.38,62.4929017239677,37.5070982760322,4.0125,0.875,7.975,0.165,NA,NA,2.5,4.06631216765718,13,1952,19561.5,8.05,17806.8,2.6625,3.125,NA
"183","N51","AEC",22,"4-Nov","42","QS-B","",3,"",382.9,382,15,367,3.91747192478454,17,NA,NA,NA,20412,5852,0,799,497,NA,1297,5852,26264,77.7185501066098,22.2814498933902,8.4,0.875,7.475,0.625,NA,NA,3.5,5.46875,32,3804,12089.25,4.975,19646,2.9375,6.375,NA
"184","D10","Apiguard_Api",34,"8-Feb","138","QS-P","",3.5,"",397.4,397,5,392,1.25817815802718,NA,NA,NA,NA,1944,2508,0,NA,NA,NA,NA,2508,4452,43.6657681940701,56.3342318059299,0.8,0.375,5.275,0.09,2,1,3,5.35601764335224,23,2620,8899.88,3.6625,18642.8,2.7875,3.39,0.275
"185","D20","Apivar",34,"8-Feb","138","","",NA,"Dead, picked up at feednig time",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,3,8.34403080872914,28,3447,9902.25,4.075,18726.4,2.8,3.925,0.625
"186","D15","AEC",34,"8-Feb","138","QS-NM","",4.5,"",329.4,329,0,329,0,NA,NA,NA,NA,6804,9864.8,53.9,NA,NA,NA,NA,9918.7,16722.7,40.6872096013204,59.3127903986796,2.8,1.475,3.05,0.115,5,3,3,5.48095368594135,29,3308,10831.73,4.4575,18726.4,2.8,4.95,0.375
"187","D16","AEC",34,"8-Feb","138","QR","",4,"",323.6,323,0,323,0,NA,NA,NA,NA,5072.63,6520.8,0,NA,NA,NA,NA,6520.8,11593.43,43.7543505243918,56.2456494756082,2.0875,0.975,3.8,0.09,7,5,3,4.44909709500131,27,3882,12259.35,5.045,23324.4,3.4875,3.1,0.275
"188","D5","Apivar",34,"8-Feb","138","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,2.75,16.3162849074365,42,6208,10114.88,4.1625,20565.6,3.075,3.95,1.35
"189","D6","Apiguard_Api",34,"8-Feb","138","QS-B","",1.5,"",335.3,335,0,335,0,NA,NA,NA,NA,759.38,668.8,0,NA,NA,NA,NA,668.8,1428.18,53.1711689002787,46.8288310997213,0.3125,0.1,1.7,0.6,3,1.5,2.75,4.88698839340257,22,3032,10600.88,4.3625,22404.8,3.35,4,0.365
"190","9","Apivar",34,"8-Feb","138","QS-B","",2.5,"",362.6,362,0,362,0,NA,NA,NA,NA,4920.75,7691.2,0,NA,NA,NA,NA,7691.2,12611.95,39.0165676203918,60.9834323796082,2.025,1.15,2.715,0.24,7,5,3,0.651465798045603,16,1896,17010,7,22321.2,3.3375,4.025,1.05
"191","D7","Apivar",34,"8-Feb","138","QL","Yes",0,"Queen cell",345.4,345,1,344,0.289519397799653,NA,NA,NA,NA,850.5,0,0,NA,NA,NA,NA,0,850.5,100,0,0.35,0,1.025,0.69,4,3,1.75,6.36389933468325,62,4193,6955.88,2.8625,11453.2,1.7125,2.65,2.175
"192","D8","Apivar",34,"8-Feb","138","QS-B","",2.5,"Queen removed",201.7,201,1,200,0.495785820525533,NA,NA,NA,NA,516.38,836,0,NA,NA,NA,NA,836,1352.38,38.1830550584895,61.8169449415105,0.2125,0.125,3.45,0.04,NA,NA,3.5,10.862818125388,22,4315,14198.49,5.843,20174.35,3.0165,2.925,0.065
"193","RC1","Apivar",34,"8-Feb","138","QS-B","",0,"Spot of blue on queen. Killed colony",225.3,225,0,225,0,NA,NA,NA,NA,273.38,334.4,0,NA,NA,NA,NA,334.4,607.78,44.9800914804699,55.0199085195301,0.1125,0.05,2.59,0.15,2,1,2,22.6582574164915,58,6048,7543.94,3.1045,14964.4,2.2375,3.915,1.09
"194","D11","Apivar",34,"8-Feb","138","QS-NM","",0,"Skinny queen. Attempted Q replacement",468,468,0,468,0,NA,NA,NA,NA,820.13,0,53.9,NA,NA,NA,NA,53.9,874.03,93.833163621386,6.16683637861401,0.3375,0,1.615,0.115,2,1,3,17.3936312550174,38,5923,9446.63,3.8875,21819.6,3.2625,5.075,0.15
"195","D25","Apivar",34,"8-Feb","138","QS-B","",2.5,"",312.2,312,1,311,0.320307495195388,NA,NA,NA,NA,2004.75,2006.4,0,NA,NA,NA,NA,2006.4,4011.15,49.9794323323735,50.0205676676265,0.825,0.3,1.44,0.74,6,4,2,8.10961968680089,16,2084,7563.38,3.1125,18392,2.75,4.65,0.075
"196","D13","Apiguard_Api",34,"8-Feb","138","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,2.5,26.2357414448669,44,5308,5862.38,2.4125,17138,2.5625,4.65,0.675
"197","N5","AEC",34,"8-Feb","138","QS-P","",3.5,"",310.4,310,1,309,0.322164948453608,NA,NA,NA,NA,12332.25,17639.6,377.3,NA,NA,NA,NA,18016.9,30349.15,40.634581199144,59.365418800856,5.075,2.6375,6.025,0.04,6,4,2.5,4.92264416315049,7,787,5771.25,2.375,14379.2,2.15,3.625,0.075
"198","N68","AEC",34,"8-Feb","138","QS-B","",2.5,"",303.1,303,1,302,0.329924117452986,NA,NA,NA,NA,4191.75,5350.4,53.9,NA,NA,NA,NA,5404.3,9596.05,43.6820358376624,56.3179641623376,1.725,0.8,1.84,0.325,4,2,2,11.0941086457536,25,2734,10995.75,4.525,12122,1.8125,3.75,0.215
"199","D3","Apiguard_Api",34,"8-Feb","138","QS-NM","",0,"",322.1,322,0,322,0,NA,NA,NA,NA,1458,0,0,NA,NA,NA,NA,0,1458,100,0,0.6,0,2.775,0.25,2,1,2,12.388162422574,70,3649,6773.63,2.7875,7189.6,1.075,3.49,0.59
"200","2","Apiguard_Api",34,"8-Feb","138","QS-B","",4,"",321.3,321,0,321,0,NA,NA,NA,NA,4495.5,6688,0,NA,NA,NA,NA,6688,11183.5,40.1976125542093,59.8023874457907,1.85,1,3.35,0.15,7,5,4,2.27100681302044,2,410,11329.88,4.6625,15298.8,2.2875,5.875,1.175
"201","D17","Apiguard_Api",34,"8-Feb","138","QR","",3.5,"",287.9,287,0,287,0,NA,NA,NA,NA,4131,8360,0,NA,NA,NA,NA,8360,12491,33.0718117044272,66.9281882955728,1.7,1.25,3.65,0.1,4,3,2,3.13390313390313,10,1912,16463.25,6.775,27922.4,4.175,4.05,0.525
"202","D19","Apiguard_Api",34,"8-Feb","138","QS-B","",3.5,"",361.9,361,3,358,0.828958275766786,NA,NA,NA,NA,3796.88,6520.8,0,NA,NA,NA,NA,6520.8,10317.68,36.7997456792612,63.2002543207388,1.5625,0.975,2.45,0.05,4,3,2,10.3932584269663,30,4269,11876.63,4.8875,20231.2,3.025,4.515,0.125
"203","8","Apiguard_Api",34,"8-Feb","138","QS-B","",4,"",357.2,357,1,356,0.279955207166853,NA,NA,NA,NA,2916,4180,0,NA,NA,NA,NA,4180,7096,41.0935738444194,58.9064261555806,1.2,0.625,1.575,0.04,8,6,3,8.78048780487805,8,2008,11937.38,4.9125,23993.2,3.5875,5.05,NA
"204","L75","Apiguard_Api",34,"8-Feb","138","QS-B","",3,"",311.2,311,1,310,0.32133676092545,NA,NA,NA,NA,1458,2340.8,0,NA,NA,NA,NA,2340.8,3798.8,38.3805412235443,61.6194587764557,0.6,0.35,2.675,0.05,3,2,3,7.51515151515152,18,2276,11664,4.8,15549.6,2.325,6.4,0.9
"205","D21","Apivar",34,"8-Feb","138","QS-B","",0,"",331.3,331,1,330,0.301841231512225,NA,NA,NA,NA,1889.33,167.2,0,NA,NA,NA,NA,167.2,2056.53,91.8698001001687,8.13019989983127,0.7775,0.025,2.675,1.565,3,1.5,3.5,2.61932479627474,11,1605,13365,5.5,22822.8,3.4125,3.675,0.215
"206","D22","AEC",34,"8-Feb","138","QS-P","",4,"",363.5,363,0,363,0,NA,NA,NA,NA,2733.75,4180,0,NA,NA,NA,NA,4180,6913.75,39.540770204303,60.459229795697,1.125,0.625,2.19,0.05,4,2,2,22.6330889384763,46,5241,5971.73,2.4575,16218.4,2.425,4.7,0.425
"207","D23","AEC",34,"8-Feb","138","QS-B","",2.5,"Queen removed",183.2,183,0,183,0,NA,NA,NA,NA,334.13,418,0,NA,NA,NA,NA,418,752.13,44.4245010835893,55.5754989164107,0.1375,0.0625,3.025,0.115,2,1,2,23.8473767885533,36,3955,5163.75,2.125,15131.6,2.2625,4.625,0.415
"208","C12","Apiguard_Api",34,"8-Feb","138","QS-B","",2,"Queen removed",313.2,313,2,311,0.638569604086845,NA,NA,NA,NA,546.75,836,0,NA,NA,NA,NA,836,1382.75,39.540770204303,60.459229795697,0.225,0.125,0.915,0.05,2,1,2,9.07504363001745,44,5342,10023.75,4.125,20147.6,3.0125,2.79,0.54
"209","D24","Apiguard_Api",34,"8-Feb","138","QS-B","",1.5,"",300.5,300,0,300,0,NA,NA,NA,NA,2885.63,2842.4,0,NA,NA,NA,NA,2842.4,5728.03,50.3773548672056,49.6226451327943,1.1875,0.425,1.665,0.075,4,3,2.5,17.2786177105832,34,4532,8383.5,3.45,18141.2,2.7125,3.15,0.3
"210","D12","AEC",34,"8-Feb","138","QS-B","",3,"",262.6,262,0,262,0,NA,NA,NA,NA,1488.38,2508,53.9,NA,NA,NA,NA,2561.9,4050.28,36.7475828831587,63.2524171168413,0.6125,0.375,3.225,0.3,2,1,2.75,20.0228832951945,43,5269,6226.88,2.5625,18392,2.75,5.925,1.2
"211","D33","AEC",34,"8-Feb","138","QS-B","",2.5,"",257,257,2,255,0.778210116731518,NA,NA,NA,NA,789.75,752.4,53.9,NA,NA,NA,NA,806.3,1596.05,49.4815325334419,50.5184674665581,0.325,0.1125,1.165,0.15,3,1.5,1.5,20.2124015073655,71,5740,5346,2.2,13125.2,1.9625,5.425,0.475
"212","D27","Apiguard_Api",34,"8-Feb","138","QS-B","",3.5,"",310.3,310,0,310,0,NA,NA,NA,NA,3037.5,4932.4,161.7,NA,NA,NA,NA,5094.1,8131.6,37.3542722219489,62.6457277780511,1.25,0.7375,1.665,0.075,5,3,3.5,20.1291302696544,59,8812,14640.75,6.025,18392,2.75,2.465,0.275
"213","D28","Apiguard_Api",34,"8-Feb","138","QR","",1.5,"",297.5,297,0,297,0,NA,NA,NA,NA,2399.63,1839.2,0,NA,NA,NA,NA,1839.2,4238.83,56.6106685099426,43.3893314900574,0.9875,0.275,2.25,0.875,4,2,3.5,15.5015197568389,39,6032,13425.75,5.525,17388.8,2.6,3.725,0.45
"214","D30","AEC",34,"8-Feb","138","QS-B","",2.75,"",303.3,303,3,300,0.989119683481701,NA,NA,NA,NA,4070.25,7273.2,323.4,NA,NA,NA,NA,7596.6,11666.85,34.8873089137171,65.1126910862829,1.675,1.0875,3.575,0.325,4,2,2.5,4.85594043379735,16,2562,16694.1,6.87,20147.6,3.0125,2.815,0.125
"215","C33","Apivar",34,"8-Feb","138","QS-P","",3,"",425.2,425,4,421,0.940733772342427,NA,NA,NA,NA,4677.75,5434,161.7,NA,NA,NA,NA,5595.7,10273.45,45.5324160822314,54.4675839177686,1.925,0.8125,1.45,0,5,4,2.5,19.5078031212485,85,6320,12818.25,5.275,8778,1.3125,5.25,0.95
"216","C6","Apiguard_Api",34,"8-Feb","138","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,2,23.610711200691,42,5580,8687.25,3.575,16803.6,2.5125,4.025,0.34
"217","BC15","Apivar",34,"8-Feb","138","QNS","",2.5,"No sign of eggs. Queen added from another colony",317.2,317,34,283,10.718789407314,NA,NA,NA,NA,4586.63,919.6,107.8,NA,NA,NA,NA,1027.4,5614.03,81.6994209151002,18.3005790848998,1.8875,0.1375,2.225,0.19,5,4,3,16.4527805199079,68,8448,13000.5,5.35,18559.2,2.775,5.775,1.325
"218","N42","AEC",34,"8-Feb","138","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,2.5,13.6785539814362,57,6114,13699.13,5.6375,14880.8,2.225,5.29,0.215
"219","D26","AEC",34,"8-Feb","138","QS-B","",4,"",321.9,321,11,310,3.41721031376204,NA,NA,NA,NA,8383.5,14379.2,0,NA,NA,NA,NA,14379.2,22762.7,36.8299894125038,63.1700105874962,3.45,2.15,2.125,0,6,5,2.5,12.2699386503067,20,3500,10388.25,4.275,22070.4,3.3,2.65,0.125
"220","L76","Apivar",34,"8-Feb","138","QR","",3.5,"",314.6,314,1,313,0.317863954227591,NA,NA,NA,NA,8869.5,13208.8,215.6,NA,NA,NA,NA,13424.4,22293.9,39.7844253360785,60.2155746639215,3.65,1.975,3.125,0.165,7,5,3,5.85885486018642,3,1292,14276.25,5.875,23073.6,3.45,3.025,0.925
"221","62","Apivar",34,"8-Feb","138","QS-B","",4,"",348,348,0,348,0,NA,NA,NA,NA,11238.75,15800.4,592.9,NA,NA,NA,NA,16393.3,27632.05,40.6728780528408,59.3271219471592,4.625,2.3625,2.275,0.05,7,5,2,1.8201674554059,27,1544,10449,4.3,10032,1.5,4.025,0.25
"222","N22","Apivar",34,"8-Feb","138","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,3,13.5329686150302,28,2669,5923.13,2.4375,12456.4,1.8625,4.825,0.125
"223","L79","AEC",34,"8-Feb","138","QS-P","",2.5,"",316,316,1,315,0.316455696202532,NA,NA,NA,NA,1670.63,3845.6,0,NA,NA,NA,NA,3845.6,5516.23,30.2857205011394,69.7142794988606,0.6875,0.575,2.375,0.1,5,3,3,6.56598818122127,15,2445,10023.75,4.125,23826,3.5625,2.65,0.465
"224","4","AEC",34,"8-Feb","138","QS-B","",3,"",371.1,371,0,371,0,NA,NA,NA,NA,3098.25,4180,0,NA,NA,NA,NA,4180,7278.25,42.5686119602926,57.4313880397074,1.275,0.625,2.715,0.075,3,1.5,2.5,5.93647966755714,29,3102,9112.5,3.75,16552.8,2.475,4.715,0.35
"225","S1","Apiguard_Api",34,"8-Feb","138","QS-B","",4,"",330,330,0,330,0,NA,NA,NA,NA,8656.88,6019.2,107.8,NA,NA,NA,NA,6127,14783.88,58.5562112246582,41.4437887753418,3.5625,0.9,2.915,0.05,8,6,3.5,7.09219858156028,17,1973,8383.5,3.45,16218.4,2.425,4.1,NA
"226","17","Apivar",34,"8-Feb","138","QS-B","",4,"",336.2,336,0,336,0,NA,NA,NA,NA,6166.13,6019.2,0,NA,NA,NA,NA,6019.2,12185.33,50.6028970901896,49.3971029098104,2.5375,0.9,2.225,0,7,5,2,6.7543547813722,20,1946,7654.5,3.15,14295.6,2.1375,3.225,NA
"227","C8","Apiguard_Api",34,"8-Feb","138","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,2.5,9.64737192282102,50,3461,9234,3.8,10282.8,1.5375,6.525,NA
"228","C2","AEC",34,"8-Feb","138","QS-B","",4,"",299.3,299,0,299,0,NA,NA,NA,NA,4252.5,7691.2,0,NA,NA,NA,NA,7691.2,11943.7,35.6045446553413,64.3954553446587,1.75,1.15,1.7,0.075,5,2,2.5,4.06631216765718,13,1952,19561.5,8.05,17806.8,2.6625,3.125,NA
"229","N51","AEC",34,"8-Feb","138","QS-B","",4,"",428.5,428,3,425,0.700116686114352,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,7,5,3.5,5.46875,32,3804,12089.25,4.975,19646,2.9375,6.375,NA
"230","C15","Apivar",34,"8-Feb","138","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,2.5,16.1086544535692,12,1583,5315.63,2.1875,12122,1.8125,3.175,NA
